#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_kccspread.0006a;The [offmap_china.GetShortName] [offmap_china.Ruler.GetTitle], [offmap_china.Ruler.GetDynName], finally shares the faith of the vast majority of [offmap_china.Ruler.GetHerHis] subjects. For decades, [offmap_china.Ruler.GetSheHe] has been working to spread the [offmap_china.Ruler.Religion.GetName] faith among the people of the middle kingdom, and [offmap_china.Ruler.GetSheHe] has succeeded beyond [offmap_china.Ruler.GetHerHis] wildest dreams. The [offmap_china.GetName] is now firmly a [offmap_china.Ruler.Religion.GetName] realm and will likely be ruled by a long succession of pious [offmap_china.Ruler.Religion.GetName] dynasties.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_kccspread.0006b;When the [KCCGetGoodWaxWaneReligion] faith first entered the middle kingdom, few could have predicted their meteoric rise to power. The [offmap_china.GetShortName] [offmap_china.Ruler.GetTitle] trembles in [offmap_china.Ruler.GetHerHis] palace, as the [KCCGetGoodWaxWaneReligion] faith has spread completely out of [offmap_china.Ruler.GetHerHis] control. There are whispers that [offmap_china.Ruler.GetSheHe] will soon be forced to convert if [offmap_china.Ruler.GetSheHe] wishes to maintain [offmap_china.Ruler.GetHerHis] hold on the Dragon Throne. The Middle Kingdom will surely be a center- if not *the* center- of the [KCCGetGoodWaxWaneReligion] world for centuries to come.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPT_kccspread.0006a;And now the [offmap_china.GetName] is a loyal follower of [Root.Religion.GetHighGodNameCap].;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPT_kccspread.0006b;Perhaps the delusions of the [offmap_china.GetName] were our concern after all...;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_kccspread.0007a;The [offmap_china.GetShortName] [offmap_china.Ruler.GetTitle], [offmap_china.Ruler.GetDynName], finally shares the faith of the vast majority of [offmap_china.Ruler.GetHerHis] subjects. For decades, [offmap_china.Ruler.GetHerHim] has been working to spread the [offmap_china.Ruler.Religion.GetName] faith among the people of the middle kingdom, and [offmap_china.Ruler.GetHerHim] has succeeded beyond [offmap_china.Ruler.GetHerHis] wildest dreams. Despite fierce opposition from the old [KCCGetBadWaxWaneReligion] clergy, the [offmap_china.GetName] is now firmly a [offmap_china.Ruler.Religion.GetName] realm- they will still have to deal with the [KCCGetBadWaxWaneReligion] minority, though. Perhaps one day, the [KCCGetBadWaxWaneReligion]s will seize power again, but that is not this day.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_kccspread.0007b;When the [KCCGetGoodWaxWaneReligion] faith first entered the middle kingdom, few could have predicted their meteoric rise to power. The [offmap_china.GetShortName] [offmap_china.Ruler.GetTitle] trembles in [offmap_china.Ruler.GetHerHis] palace, as the [KCCGetGoodWaxWaneReligion] faith has spread completely out of [offmap_china.Ruler.GetHerHis] control. The old [KCCGetBadWaxWaneReligion] majority has no intention of going quietly into the night, however- perhaps this signals the start of a new era of religious conflict in the [offmap_china.GetName]?;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPT_kccspread.0007;No [offmap_china.GetName], no! How could you turn your back on [Root.Religion.GetHighGodNameCap] like this?.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_kccspread.0008;Once the [offmap_china.GetName] was a shining center of the [KCCGetGoodWaxWaneReligion] world, but it seems those days are in the past. The [KCCGetGoodWaxWaneReligion] faith is by no means a minority, but it seems that it does not appeal to the [offmap_china.GetShortName] people the way it once did. For years, both local folk religions & more organized faiths like Taoism have been gaining in popularity, and now the majority status enjoyed by [KCCGetGoodWaxWaneReligion]s has finally vanished. Whether this is but a temporary setback or the start of a longer decline is impossible to say.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPT_kccspread.0008a;Surely the [offmap_china.GetShortName] people will realize their error before too long...;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_kccspread.0009;Once the [KCCGetGoodWaxWaneReligion] faith was a major force in [offmap_china.GetName] politics, but it seems those days are no more. [KCCGetGoodWaxWaneReligion] temples used to exists in every city, and [KCCGetGoodWaxWaneReligion] clergy were a common site throughout the middle kingdom, but lately those temples have been empty more often than not, & the local clergy are serving ever smaller congregations. Zealous [offmap_china.GetShortName] [KCCGetGoodWaxWaneReligion]s argue that this decline in influence is temporary at best, but few tend to find their views persuasive.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_kccspread.0010;The [KCCGetGoodWaxWaneReligion] minority in the [offmap_china.GetName] has gotten smaller still. Perhaps [KCCGetGoodWaxWaneReligion] families are having less children, perhaps [KCCGetGoodWaxWaneReligion] doctrine is not as appealing as it once was, or maybe [offmap_china.GetShortName] [KCCGetGoodWaxWaneReligion]s are simply leaving the middle kingdom for greener pastures. Whatever the reason, the effects are clear- the [KCCGetGoodWaxWaneReligion] community, already small, has shrunk to near irrelevancy.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_kccspread.0011;There was no single turning point for the fate of [KCCGetGoodWaxWaneReligion]s in the middle kingdom- no grand persecution, no forced expulsions or demands for conversion. Not in living memory, at least. Perhaps if there were, the current situation would be easier for the rest of the [KCCGetGoodWaxWaneReligion] world to swallow, for the last major [KCCGetGoodWaxWaneReligion] communities in the middle kingdom- if any [offmap_china.GetShortName] [KCCGetGoodWaxWaneReligion] communities could even be called major- have disintegrated. There may still be individual [KCCGetGoodWaxWaneReligion]s in the middle kingdom, stubbornly clinging to their irrelevant religion, but for all intents & purposes the [KCCGetGoodWaxWaneReligion] faith is extinct in the [offmap_china.GetName].;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPT_kccspread.0011a;No, it can't be true! Surely this is the work of [Root.Religion.GetRandomEvilGodNameCap]!?;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_kccspread.0012;For years now, [From.GetTitledNameWithNick] has been sending their [From.Religion.GetPriestTitle]s into the middle kingdom. The brave evangelists have faced many trials, but after years away from home, they have finally returned triumphant! Before they arrived, the [From.Religion.GetName] faith was almost unknown in the middle kingdom- now though, small communities have sprung up throughout the [offmap_china.GetName]. Perhaps this is the start of an era of [From.Religion.GetName] growth in China?;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPT_kccspread.0012a;The [GetRootFromCompliment] [From.GetTitledNameWithNick] deserves recognition for introducing the [offmap_china.GetName] to [From.Religion.GetHighGodNameCap].;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPT_kccspread.0012b;I truly am a great & pious [Root.GetTitle].;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPT_kccspread.0012ca;[From.GetTitledFirstName] isn't so impressive- I could've done that if I wanted to.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPT_kccspread.0012cb;How dare that [GetRootFromInsult] corrupt the souls of the [offmap_china.GetName] this way!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_kccspread.0013;For years now, [From.GetTitledNameWithNick] has been sending their [From.Religion.GetPriestTitle]s into the middle kingdom. The brave evangelists have faced many trials, but after years away from home, they have finally returned triumphant! Before they arrived, the [From.Religion.GetName] faith was but a curious minority in the middle kingdom- now though, communities have sprung up throughout the [offmap_china.GetName]. Perhaps this is the start of an era of [From.Religion.GetName] growth in China?;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPT_kccspread.0013a;The [GetRootFromCompliment] [From.GetTitledNameWithNick] deserves recognition for spreading the word of [From.Religion.GetHighGodNameCap] in the [offmap_china.GetName].;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_kccspread.0014;For years now, [From.GetTitledNameWithNick] has been sending their [From.Religion.GetPriestTitle]s into the middle kingdom. The brave evangelists have faced many trials, but after years away from home, they have finally returned triumphant! Before they arrived, the [From.Religion.GetName] faith was only a minority in the middle kingdom- a curiosity to the elites & eccentrics. Thanks to the efforts of [From.GetTitledNameWithNick] and [From.GetHerHis] [From.Religion.GetPriestTitle]s, the future of [From.Religion.GetName]s in China looks bright.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_kccspread.0015;For years now, [From.GetTitledNameWithNick] has been sending their [From.Religion.GetPriestTitle]s into the middle kingdom. The brave evangelists have faced many trials, but after years away from home, they have finally returned triumphant! Before they arrived, the [From.Religion.GetName] faith had but a minor influence on [offmap_china.GetName] society. Now, though, the [From.Religion.GetName] faith is larger than it ever was before. They are no majority, but perhaps they will be soon?;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_kccaliphate.0002;It is well known that the [offmap_china.GetShortName] [offmap_china.Ruler.GetTitle] is a zealous [offmap_china.Ruler.Religion.GetName] and a loyal disciple of [offmap_china.Ruler.Religion.GetHighGodNameCap]. With the complete collapse of the [offmap_china.Ruler.Religion.GetName] faith in the west, [offmap_china.Ruler.GetTitle] [offmap_china.Ruler.GetDynName] has invited the [offmap_china.Ruler.Religion.GetName] [offmap_china.Ruler.RelHead.GetBestName] to take up residence in the Middle Kingdom. Already [offmap_china.Ruler.Culture.GetName] retainers are tutoring [offmap_china.Ruler.RelHead.GetBestName] in the [offmap_china.GetShortName] language. The presence of the [offmap_china.Ruler.RelHead.GetTitle] is sure to strenghten the [offmap_china.Ruler.Religion.GetName] faith in China.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPT_kccaliphate.0002;Might this signal a new era of religious warfare from the [offmap_china.GetName]?;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_kccaliphate.0003;It is well known that the [offmap_china.GetShortName] [offmap_china.Ruler.GetTitle] is a zealous [offmap_china.Ruler.Religion.GetName] and a loyal disciple of [offmap_china.Ruler.Religion.GetHighGodNameCap]. With the complete collapse of the [offmap_china.Ruler.Religion.GetName] faith in the west, [offmap_china.Ruler.GetTitle] [offmap_china.Ruler.GetDynName] has proclaimed [offmap_china.Ruler.GetHerHim]self commander of the faithful and [offmap_china.Ruler.Religion.GetName] [k_chinese_caliph]. [offmap_china.Ruler.Religion.GetName]s the world over are sure to flock to the [offmap_china.GetName] to serve the new [k_chinese_caliph].;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_kccaliphate.0004;It is well known that the [offmap_china.GetShortName] [offmap_china.Ruler.GetTitle] is a zealous [offmap_china.Ruler.Religion.GetName] and a loyal disciple of [offmap_china.Ruler.Religion.GetHighGodNameCap]. With the complete collapse of the [offmap_china.Ruler.Religion.GetName] faith in the west, [offmap_china.Ruler.GetTitle] [offmap_china.Ruler.GetDynName] has declared [offmap_china.Ruler.GetHerHim]self the one true Saoshyant, prophesized by Zoroaster himself. [offmap_china.Ruler.Religion.GetName]s are fleeing Iran in droves, heading for the safety of the holy [offmap_china.GetName].;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
