#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kcc_sheikh_key;Sheikh;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kc_caliph_key;Caliph;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kww_zikri_key;Zikri;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kww_qarmatian_key;Qarmatian;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kww_hurufi_key;Hurufi;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kww_kharijite_key;Kharijite;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kww_buddhist_key;Buddhist;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kww_jain_key;Jain;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kww_norse_key;Asatru;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kww_baltic_key;Romuva;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kww_slavic_key;Rodnover;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kww_finnish_key;Suomenusko;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kww_tengri_key;Tengri;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kww_zun_key;Zun;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kww_bon_key;Bon;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kww_hellenic_key;Hellenic;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kww_promethean_key;Promethean;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kww_celtic_key;Druidic;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kww_britannic_key;Britannic;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kww_egyptian_key;Kemetic;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kww_atenic_key;Atenic;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#Christian Immersion
kccp_adoptionist_key;Adoptionist;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kccp_free_spirits_key;Free Spirits;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kccp_barlaamite_key;Barlaamite;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kccp_judaizer_key;Judaizer;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kccp_mandean_key;Mandean;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kccp_chaldean_key;Chaldean;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kccp_apollinarian_key;Apollinarian;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kww_yarsan_key;Yarsan;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#Last Vanilla Religions
kccp_yadizi_key;Yadizi;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kww_druze_key;Druze;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kccp_khurmazta_key;Khurmazta;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kccp_jew_key;Jew;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kww_jewish_key;Jewish;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kww_samaritan_key;Samaritan;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kww_karaite_key;Karaite;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kccp_hindu_key;Hindu;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESCkccdragontamer.1a;The legendary blood of the great [target_kcc_dragonslayer.GetTitledName], who plundered military secrets from the Middle Kingdom, runs through my veins. These strategies have been passed down the family line ever since, and now I finally have a chance to put those ideas into practice- but what technique should I use?;;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESCkccdragontamer.1b;The lessons of the great general Sun Tzu remain applicable even today, more than a millenium after the man's death. I should look to him for inspiration when developing my own strategies.;;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTkccdragontamer.1a;The forces I command will strike with the might & fury of a dragon!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTkccdragontamer.1b;Tactics may win battles, but logistics wins wars.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTkccdragontamer.1c;I will attack where the enemy is unprepared, & appear where I am not expected.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTkccdragontamer.1d;Beating enemy armies is meaningless if we cannot breach their walls.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kcc_get_chinese_commander_trait;Learn a Chinese Commander Trait.;;;;;;;;;;;;;x
kcc_get_chinese_commander_trait_desc;Master an aspect of Chinese Tactics;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kcc_you_can_preach;[Root.GetFirstName] follows a religion capable of preaching in the [offmap_china.GetName];;;;;;;;;;;;;x
kcc_preach_rule;Chinese Caliphates Proselytizing;;;;;;;;;;;;;x
kcc_preach_no.text;Restricted;;;;;;;;;;;;;x
kcc_preach_no.desc;Only rulers of missionary religions can preach in China, including reformed pagan faiths with proselytizing.;;;;;;;;;;;;;x
kcc_preach_yes.text;Unrestricted;;;;;;;;;;;;;x
kcc_preach_yes.desc;All rulers may preach in China regardless of religion, unless they are Taoist or an unreformed pagan.;;;;;;;;;;;;;x
